DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
01-Dec-25,EQ,"1,041.10","1,052.00","1,028.10","1,048.20","1,042.30","1,039.60","1,040.77","1,447.70",758,2276452,"2,36,92,73,890.40",118769
28-Nov-25,EQ,"1,031.20","1,052.50","1,024.60","1,031.10","1,047.60","1,048.20","1,042.76","1,447.70",758,1626863,"1,69,64,32,650.90",32441
27-Nov-25,EQ,"1,040.10","1,042.00","1,018.20","1,034.40","1,033.00","1,031.10","1,028.15","1,447.70",758,1543218,"1,58,66,63,270.00",29963
26-Nov-25,EQ,"1,016.00","1,036.40","1,012.50","1,011.60","1,034.00","1,034.40","1,028.80","1,447.70",758,1318167,"1,35,61,25,031.70",27317
25-Nov-25,EQ,"1,010.50","1,022.90","1,000.60","1,009.40","1,012.00","1,011.60","1,010.05","1,447.70",758,1677553,"1,69,44,07,700.20",35425
24-Nov-25,EQ,"1,036.90","1,037.50","1,006.00","1,030.50","1,011.40","1,009.40","1,017.38","1,447.70",758,1618990,"1,64,71,33,250.10",40676
21-Nov-25,EQ,"1,060.00","1,063.10","1,026.00","1,060.00","1,031.00","1,030.50","1,042.70","1,517.75",758,2075493,"2,16,41,25,132.70",45347
20-Nov-25,EQ,"1,074.00","1,085.50","1,057.00","1,069.90","1,065.00","1,060.00","1,071.06","1,517.75",758,1354779,"1,45,10,50,473.20",31385
19-Nov-25,EQ,"1,080.20","1,084.50","1,052.20","1,077.60","1,069.90","1,069.90","1,067.06","1,517.75",758,2155114,"2,29,96,33,634.00",42692
18-Nov-25,EQ,"1,092.00","1,097.20","1,075.00","1,088.60","1,077.20","1,077.60","1,084.64","1,517.75",758,1414894,"1,53,46,48,996.00",28220
17-Nov-25,EQ,"1,074.80","1,092.50","1,065.40","1,068.80","1,088.00","1,088.60","1,081.54","1,517.75",758,2888868,"3,12,44,27,729.30",44977
14-Nov-25,EQ,"1,082.90","1,104.90","1,060.00","1,076.80","1,067.10","1,068.80","1,081.79","1,599.55",758,3567619,"3,85,94,02,226.10",64150
13-Nov-25,EQ,"1,080.00","1,088.00","1,063.30","1,070.80","1,076.50","1,076.80","1,079.25","1,599.55",758,1991752,"2,14,96,03,007.90",41315
12-Nov-25,EQ,"1,050.20","1,094.90","1,050.20","1,044.20","1,071.60","1,070.80","1,076.28","1,599.55",758,4147036,"4,46,33,89,707.20",76068
11-Nov-25,EQ,"1,049.00","1,051.00","1,031.40","1,041.30","1,047.00","1,044.20","1,041.66","1,599.55",758,1629631,"1,69,75,13,815.50",35807
10-Nov-25,EQ,"1,066.90","1,088.00","1,035.20","1,059.80","1,037.60","1,041.30","1,063.43","1,599.55",758,2240298,"2,38,23,89,842.50",46860
07-Nov-25,EQ,"1,060.50","1,075.10","1,040.00","1,060.50","1,059.00","1,059.80","1,056.23","1,733.95",758,3615119,"3,81,83,88,057.80",59501
06-Nov-25,EQ,"1,087.10","1,097.90","1,047.00","1,086.40","1,062.00","1,060.50","1,065.81","1,733.95",758,2533556,"2,70,02,96,605.10",59186
04-Nov-25,EQ,"1,109.90","1,112.90","1,080.10","1,105.20","1,083.00","1,086.40","1,094.94","1,733.95",758,3029132,"3,31,67,15,102.60",60994
03-Nov-25,EQ,"1,140.00","1,166.40","1,097.20","1,140.00","1,108.00","1,105.20","1,134.77","1,733.95",758,5611025,"6,36,72,29,770.30",97007
31-Oct-25,EQ,"1,145.00","1,159.50","1,125.10","1,140.10","1,135.90","1,140.00","1,144.39","1,733.95",758,5725034,"6,55,16,87,450.40",124394
30-Oct-25,EQ,"1,112.60","1,151.80","1,088.70","1,112.60","1,145.50","1,140.10","1,122.34","1,733.95",758,11727335,"13,16,20,36,511.20",175391
29-Oct-25,EQ,"1,028.00","1,145.00","1,012.10","1,004.20","1,115.30","1,112.60","1,097.62","1,733.95",758,36232727,"39,76,98,43,989.80",460491
28-Oct-25,EQ,"1,020.50","1,024.00",998.6,"1,017.10","1,005.00","1,004.20","1,009.32","1,733.95",758,1992608,"2,01,11,80,430.20",43387
27-Oct-25,EQ,"1,025.00","1,027.60","1,015.00","1,031.10","1,017.00","1,017.10","1,020.75","1,733.95",758,1762358,"1,79,89,30,906.80",43948
24-Oct-25,EQ,"1,049.40","1,049.40","1,028.00","1,044.70","1,031.80","1,031.10","1,034.13","1,753.00",758,1202737,"1,24,37,84,509.90",27286
23-Oct-25,EQ,"1,049.30","1,061.90","1,040.90","1,040.00","1,045.70","1,044.70","1,052.13","1,753.00",758,1888505,"1,98,69,58,515.20",34363
21-Oct-25,EQ,"1,044.00","1,045.40","1,036.30","1,034.10","1,036.30","1,040.00","1,041.10","1,753.00",758,457938,"47,67,61,383.10",14155
20-Oct-25,EQ,"1,043.00","1,045.50","1,028.10","1,036.70","1,035.60","1,034.10","1,033.92","1,753.00",758,1212007,"1,25,31,16,794.80",30769
17-Oct-25,EQ,"1,057.90","1,061.90","1,035.00","1,060.30","1,038.90","1,036.70","1,046.03","1,804.35",758,2132960,"2,23,11,47,634.30",43875
16-Oct-25,EQ,"1,055.00","1,067.00","1,052.50","1,043.80","1,059.00","1,060.30","1,060.43","1,804.35",758,1742078,"1,84,73,51,912.20",35450
15-Oct-25,EQ,"1,039.00","1,052.50","1,034.10","1,036.20","1,049.70","1,043.80","1,042.40","1,804.35",758,1161123,"1,21,03,55,829.30",25044
14-Oct-25,EQ,"1,052.00","1,054.70","1,024.10","1,051.30","1,034.00","1,036.20","1,036.76","1,804.35",758,1757848,"1,82,24,59,386.90",34571
13-Oct-25,EQ,"1,054.30","1,062.40","1,043.20","1,064.30","1,050.70","1,051.30","1,051.04","1,804.35",758,1572244,"1,65,24,86,305.40",35250
10-Oct-25,EQ,"1,048.10","1,072.20","1,048.10","1,051.50","1,064.20","1,064.30","1,061.66","1,833.95",758,1335270,"1,41,76,03,783.20",29191
09-Oct-25,EQ,"1,045.50","1,055.80","1,042.70","1,045.10","1,052.00","1,051.50","1,049.64","1,833.95",758,1148919,"1,20,59,50,392.10",27209
08-Oct-25,EQ,"1,063.00","1,064.30","1,032.30","1,060.70","1,045.50","1,045.10","1,046.81","1,833.95",758,2026547,"2,12,14,06,599.50",41019
07-Oct-25,EQ,"1,062.00","1,089.40","1,057.30","1,059.40","1,058.30","1,060.70","1,073.19","1,833.95",758,3579020,"3,84,09,84,782.60",67728
06-Oct-25,EQ,"1,070.30","1,076.10","1,056.00","1,070.30","1,059.20","1,059.40","1,061.81","1,833.95",758,1248757,"1,32,59,41,204.10",31131
03-Oct-25,EQ,"1,068.60","1,078.80","1,054.30","1,064.70","1,072.50","1,070.30","1,068.55","1,988.45",758,2348127,"2,50,91,00,561.60",49662
01-Oct-25,EQ,"1,031.80","1,070.00","1,026.50","1,026.85","1,066.20","1,064.70","1,047.91","1,988.45",758,4597346,"4,81,76,25,145.50",85799
30-Sep-25,EQ,"1,037.00","1,043.00","1,010.50","1,035.35","1,032.00","1,026.85","1,025.79","1,988.45",758,3520751,"3,61,15,50,614.60",65799
29-Sep-25,EQ,"1,053.90","1,062.95","1,027.30","1,047.40","1,036.90","1,035.35","1,042.67","1,988.45",758,3108705,"3,24,13,40,203.60",61443
26-Sep-25,EQ,"1,082.85","1,086.80","1,040.40","1,079.55","1,051.00","1,047.40","1,062.46","2,091.00",758,3774879,"4,01,06,53,847.60",78696
25-Sep-25,EQ,"1,096.05","1,115.00","1,076.30","1,095.25","1,081.60","1,079.55","1,095.29","2,091.00",758,5390958,"5,90,46,55,745.60",97875
24-Sep-25,EQ,"1,126.00","1,141.70","1,090.45","1,131.45","1,097.20","1,095.25","1,109.52","2,091.00",758,7615653,"8,44,96,84,409.20",141577
23-Sep-25,EQ,"1,164.00","1,177.30","1,120.80","1,152.15","1,131.00","1,131.45","1,145.88","2,091.00",758,14163567,"16,22,97,54,147.55",260677
22-Sep-25,EQ,"1,040.00","1,177.55","1,035.85","1,030.70","1,153.00","1,152.15","1,125.27","2,091.00",758,37416287,"42,10,33,23,465.10",607561
19-Sep-25,EQ,"1,025.00","1,071.00","1,003.00",978.9,"1,032.50","1,030.70","1,034.21","2,091.00",758,17650332,"18,25,42,14,754.25",281147
18-Sep-25,EQ,982,993.9,974.3,979.45,980.6,978.9,982.78,"2,091.00",758,992415,"97,53,25,185.95",24337
17-Sep-25,EQ,992,993.45,977.3,987.85,980,979.45,984.43,"2,091.00",758,846865,"83,36,83,437.75",24312
16-Sep-25,EQ,991.45,998.35,984.05,986.7,988.25,987.85,990.92,"2,091.00",758,897176,"88,90,32,238.40",24349
15-Sep-25,EQ,984,993.8,983.45,981.7,987.2,986.7,988.15,"2,091.00",758,924070,"91,31,19,193.20",23076
12-Sep-25,EQ,981,986.55,975.45,976.35,982,981.7,981.5,"2,091.00",758,1086098,"1,06,60,02,394.90",32746
11-Sep-25,EQ,965,"1,004.80",961.2,963.35,976.8,976.35,985.29,"2,091.00",758,3601127,"3,54,81,51,543.30",90836
10-Sep-25,EQ,946.5,973,945.8,943.7,965.5,963.35,964.49,"2,091.00",758,1995294,"1,92,44,40,682.50",51051
09-Sep-25,EQ,941.9,947.5,935.8,937.2,946.5,943.7,941.62,"2,091.00",758,868754,"81,80,39,321.40",25861
08-Sep-25,EQ,934.9,945,931.85,929.35,937.9,937.2,938.18,"2,091.00",758,1662382,"1,55,96,08,955.15",45499
